Duergar keeper of the flame,450,Humanoid,Medium,LE
Duergar soulblade,200,Humanoid,Medium,LE
Duergar spore servant,100,Plant,Medium,Un
Duergar stone guard,450,Humanoid,Medium,LE
Duergar xarrorn,450,Humanoid,Medium,LE
Earth elemental,1800,Elemental,Large,N
Earth elemental myrmidon,2900,Elemental,Medium,N
Elder brain,11500,Aberration,Large,LE
Elder shadow drake,2900,Dragon,Large,CE
Emperor ghoul,25000,Undead,Medium,NE
Ettin,1100,Giant,Large,CE
Fear guard,700,Undead,Medium,CE
Female steeder,200,Beast,Large,Un
Feral undead cat,25,Undead,Small,CE
Fire giant,5000,Giant,Huge,LE
Fire giant dreadnought,11500,Giant,Huge,LE
Fire snake,200,Elemental,Medium,NE
Firebird,1100,Celestial,Small,NG
Flameskull,1100,Undead,Tiny,NE
Flumph,25,Aberration,Small,LG
Fomorian,3900,Giant,Huge,CE
Foxwere,100,Monstrosity,Small,LE
Fungus bat,50,Plant,Medium,Un
Fungus gargoyle,700,Plant,Medium,NE
Gargoyle,450,Elemental,Medium,CE
Gas spore,100,Plant,Large,Un
Gauth,2300,Aberration,Medium,LE
Gazer,100,Aberration,Tiny,NE
Gelatinous cube,450,Ooze,Large,Un
Ghast,450,Undead,Medium,CE
Ghost,1100,Undead,Medium,Any
Ghostwalk spider,5000,Monstrosity,Large,NE
Ghoul,200,Undead,Medium,CE
Giant bat,50,Beast,Large,Un
Giant centipede,50,Beast,Small,Un
Giant constrictor snake,450,Beast,Huge,Un
Giant lizard,50,Beast,Large,Un
Giant rat,25,Beast,Small,Un
Giant slug of p'nahk,1100,Fiend,Large,CE
Giant spider,200,Beast,Large,Un
Giant toad,200,Beast,Large,Un
Gibbering mouther,450,Aberration,Medium,N
Glass gator,200,Beast,Large,Un
Gloom crawler,5900,Monstrosity,Huge,N
Goblin,50,Humanoid,Small,NE
Goblin boss,200,Humanoid,Small,NE
Gohl (hydra cloud),3900,Aberration,Large,CE
Gray ooze,100,Ooze,Medium,Un
Greater boneneedle,200,Beast,Medium,Un
Green brain,200,Plant,Small,LE
Green dracolisk,2900,Dragon,Large,Un
Grell,700,Aberration,Medium,NE
Grick,450,Monstrosity,Medium,N
Grick alpha,2900,Monstrosity,Large,N
Grimlock,50,Humanoid,Medium,NE
Grue (type 1),1100,Ooze,Large,Un
Grue (type 2),450,Aberration,Medium,CE
Gug,8400,Giant,Huge,NE
Helix moth adult,2300,Beast,Huge,Un
Helix moth larva,450,Beast,Large,Un
Hell hound,700,Fiend,Medium,LE
Hobgoblin,100,Humanoid,Medium,LE
Hobgoblin captain,700,Humanoid,Medium,LE
Hobgoblin devastator,1100,Humanoid,Medium,LE
Hobgoblin iron shadow,450,Humanoid,Medium,LE
Hobgoblin warlord,2300,Humanoid,Medium,LE
Hook horror,700,Monstrosity,Large,N
Hook horror spore servant,700,Plant,Medium,Un
Horakh,5000,Monstrosity,Medium,N
Huggermugger,50,Humanoid,Small,CE
Idolic deity,3900,Construct,Small,NE
Igniguana,200,Elemental,Medium,Un
Imperial ghoul,1100,Undead,Medium,LE
Intellect devourer,450,Aberration,Tiny,LE
Iron ghoul,1800,Undead,Medium,LE
Ixitxachitil,50,Aberration,Small,CE
Kampfult,450,Plant,Medium,Un
Kuo-toa,50,Humanoid,Medium,NE
Kuo-toa archpriest,2300,Humanoid,Medium,NE
Kuo-toa monitor,700,Humanoid,Medium,NE
Kuo-toa whip,200,Humanoid,Medium,NE
Land lamprey,50,Beast,Small,Un
Lava child,200,Humanoid,Medium,N
Lesser boneneedle,50,Beast,Small,Un
Lionwere,450,Monstrosity,Large,CE
Lithonnite,1100,Monstrosity,Large,Un
Magma mephit,100,Elemental,Small,NE
Magma ooze,1800,Ooze,Large,Un
Male steeder,50,Beast,Medium,Un
Mantari,25,Monstrosity,Medium,NE
Maw demon,200,Fiend,Medium,CE
Meenlock,450,Fey,Small,NE
Mimic,450,Monstrosity,Medium,N
Mind flayer,2900,Aberration,Medium,LE
Mind flayer arcanist,3900,Aberration,Medium,LE
Mindwitness,1800,Aberration,Large,LE
Minotaur,700,Monstrosity,Large,CE
Minotaur skeleton,450,Undead,Large,LE
Mite,25,Fey,Small,LE
"Mithral dragon, adult",11500,Dragon,Huge,N
"Mithral dragon, ancient",20000,Dragon,Gargantuan,N
"Mithral dragon, young",2300,Dragon,Medium,N
Myconid adult,100,Plant,Medium,LN
Myconid sovereign,450,Plant,Large,LN
Neogi,700,Aberration,Small,LE
Neogi hatchling,25,Aberration,Tiny,LE
Neogi master,1100,Aberration,Medium,LE
Neothelid,10000,Aberration,Gargantuan,CE
Night scorpion,700,Beast,Large,Un
Nihileth aboleth,8400,Undead,Large,CE
Nilbog,200,Humanoid,Small,CE
Nothic,450,Aberration,Medium,NE
Ochre jelly,450,Ooze,Large,Un
Olive slime zombie,100,Plant,Medium,NE
Otyugh,1800,Aberration,Large,N
Owlwere,100,Monstrosity,Small,CE
Pech,50,Fey,Small,NG
Pestie Mite,50,Fey,Small,LE
Phase spider,700,Monstrosity,Large,Un
Phycomid,100,Plant,Small,NE
Piercer,100,Monstrosity,Medium,Un
Purple worm,13000,Monstrosity,Gargantuan,Un
Purple wormling,450,Monstrosity,Large,Un
Pyrolisk,100,Monstrosity,Small,NE
Quaggoth,450,Humanoid,Medium,CN
Quaggoth spore servant,200,Plant,Medium,Un
Quaggoth thonot,700,Humanoid,Medium,CN
Red dracolisk,2900,Dragon,Large,Un
Red hag,2900,Fey,Medium,NE
"Red shadow dragon, young",10000,Dragon,Large,CE
Roachling lord,450,Humanoid,Small,CN
Roachling skirmisher,50,Humanoid,Small,CN
Roper,1800,Monstrosity,Large,NE
Russet mold,100,Plant,Medium,Un
Rust monster,100,Monstrosity,Medium,Un
Salamander,1800,Elemental,Large,NE
Sand spider,2900,Beast,Large,Un
Sarcophagus slime,1800,Undead,Medium,NE
Sathaq worm,5900,Elemental,Huge,NE
Scheznyki,2300,Fey,Small,CE
Shadow,100,Undead,Medium,CE
Shellycoat,450,Fey,Medium,NE
Shroom,1100,Plant,Small,CE
Skin bat,100,Undead,Small,NE
Spectator,700,Aberration,Medium,LN
Spirit naga,3900,Monstrosity,Large,CE
Stegocentipede,1100,Beast,Huge,Un
Stone giant,2900,Giant,Huge,N
Stone giant dreamwalker,5900,Giant,Huge,CN
Strangle weed,450,Plant,Large,Un
Stygian fat-tailed scorpion,700,Beast,Tiny,Un
Stygian skeleton,2900,Undead,Medium,CE
Swarm of bats,50,Beast,Medium (tiny),Un
Swarm of rats,50,Beast,Medium (tiny),Un
Swarm of sluagh,700,Fey,Medium (tiny),CE
Tentacled horror,7200,Aberration,Huge,CE
Thorny,200,Plant,Medium,N
Thursir giant,700,Giant,Large,NE/LE
Trapper,700,Monstrosity,Large,Un
Troglodyte,50,Humanoid,Medium,CE
Troglodyte champion of laogzed,700,Humanoid,Medium,CE
Troll,1800,Giant,Large,CE
Tunnel prawn,25,Beast,Small,Un
Tunnel worm,3900,Monstrosity,Huge,Un
Two-headed troll,2300,Giant,Large,CE
Ulitharid,5000,Aberration,Large,LE
Umber hulk,1800,Monstrosity,Large,CE
Urochar (strangling watcher),18000,Aberration,Huge,CE
Vampire spawn,1800,Undead,Medium,NE
Vampiric ixitxachitl,450,Aberration,Medium,CE
Vargouille,200,Fiend,Tiny,CE
Vegepygmy,50,Plant,Small,N
Vegepygmy commoner/worker,25,Plant,Small,Un
Vegepygmy guard,100,Plant,Small,Un
Violet fungus,50,Plant,Medium,Un
Volt,50,Aberration,Small,Un
Vulchling,25,Monstrosity,Medium,CE
Water weird,700,Elemental,Large,N
White dracolisk,2900,Dragon,Large,Un
Wight,700,Undead,Medium,NE
Wolfwere,200,Monstrosity,Medium,CE
Wraith,1800,Undead,Medium,NE
Xorn,1800,Elemental,Medium,N
Xvart,25,Humanoid,Small,CE
Xvart warlock of raxivort,200,Humanoid,Small,CE
Yellow musk creeper,200,Plant,Large,Un
Yellow musk zombie,50,Plant,Medium,NE
Zmey,11500,Dragon,Huge,CE
